name,ingredients,effect,dosage,caution,nation,image
Berberin,Berberin clorid,"Có tác dụng kháng khuẩn.
Trị tiêu chảy, lị trực trùng.","Người lớn ngày uống 2-3 lần, mỗi lần từ 2 - 4 viên.
Trẻ em ngày uống 2 lần, mỗi lần từ 1-2 viên hoặc theo chỉ dẫn của thầy thuốc.","Người mẫn cảm với thành phần của thuốc.
Phụ nữ có thai.",vi,
Prednison,Prednison,"Viêm khớp dạng thấp, lupút ban đỏ toàn thân, một số thể viêm mạch; viêm động mạch thái dương và viêm quanh động mạch nút, bệnh sarcoid, hen phế quản, viêm loét đại tràng, thiếu máu tan huyết, giảm bạch cầu hạt, và những bệnh dị ứng nặng gồm cả phản vệ.
Ung thư, như bệnh bạch cầu cấp, u lympho, ung thư vú và ung thư tuyến tiền liệt ở giai đoạn cuối.","Với bệnh cấp tính:
Người lớn: Bắt đầu uống 4 - 8 viên/ ngày, sau đó giảm dần đến liều duy trì uống 1 - 3 viên/ ngày, uống sau bữa ăn.
Bênh lý mãn: khởi đầu 1- 2 viên, tăng dần liều đến liều thấp nhất đạt hiệu quả.
+ Suy thượng thận: 1/2 - 2 viên/ngày.
+ Dị ứng, thấp khớp cấp: 4-6 viên/ ngày.
+ Bệnh chất tạo keo 6 viên/ ngày.","Mẫn cảm với một trong những thành phần của thuốc.
Nhiễm khuẩn nặng, trừ sốc nhiễm khuẩn và lao màng não.
Nhiễm trùng da do virus, nấm hoặc lao.
Đang dùng vaccin virus sống.",vi,
Solupred,Métasulfobenzoate de prednisolone và sodium tương ứng 5mg prenisolone.,"Đây là 1 loại corticoide, được chỉ định trong 1 số bệnh, hoặc được dùng vì tác dụng chống viêm.","Liều dùng do bác sĩ xác định, tùy theo cân nặng và bệnh lý cần điều trị.
Liều hoàn toàn theo cá nhân.
Theo dõi đều đặn việc điều trị là rất quan trọng và không được điều chỉnh cũng như ngưng thuốc đột ngột mà không có ý kiến của bác sĩ.
Thông thường, hoà tan viên thuốc trong một ly nước, uống vào buổi sáng, trong bữa ăn. Tuân theo chỉ dẫn của bác sĩ.
Thời gian điều trị: Do bác sĩ chỉ định.
Trong trường hợp điều trị kéo dài, không được ngưng thuốc đột ngột mà phải theo những khuyến cáo của bác sĩ để giảm liều thuốc.
Trong trường hợp quên một hay nhiều liều thuốc:
Để có hiệu quả, phải dùng thuốc đều đặn. Nhưng nếu quên uống một liều thuốc thì vẫn tiếp tục điều trị như bình thường.","
Phần lớn trường hợp nhiễm trùng.
Một số bệnh do nhiễm siêu vi trùng đang tiến triển (viêm gan siêu vi, herpes, thủy đậu, zona).
Một số rối loạn tâm thần chưa được điều trị.
Tiêm vaccin sống.
Dị ứng với một trong những thành phần của thuốc.
Trong những trường hợp nghi ngờ phải hỏi ý kiến bác sĩ hoặc dược sĩ.",vi,
Furosemide,Furosemid,"Phù do nguồn gốc tim, gan hay thận.
Phù phổi, phù não, phù do nhiễm độc thai nghén.
Tăng huyết áp nhẹ hay trung bình.
Liều cao dùng để điều trị thiểu niệu do suy thận cấp hay mãn, thiểu niệu, ngộ độc Barbituric.","Người lớn: Liều khởi đầu 40mg (1 viên)/ngày. Sau đó tiếp tục điều trị với liều thấp nhất có hiệu quả, thường là 20mg/ngày, hay 40mg cách ngày. Khi cần có thể tăng liều lên 80-120mg/ngày và có thể uống 1 liều duy nhất vào buổi sáng. Trong suy, thận mãn, liều khởi đầu là 240mg (6 viên)/ngày. Nếu không có hiệu quả có thể tăng 240mg mỗi 6 giờ. Không được vượt quá 2000mg (50 viên)/ngày.","Mẫn cảm với bất cứ thành phần nào của thuốc.
Bệnh não do gan, hôn mê gan.
Giảm thể tích máu hoặc mất nước.
Tắc nghẽn đường tiểu trong tình trạng thiêu niệu.
Vô niệu hoặc suy thận do các thuốc gây độc đối với thận hoặc gan.
Phụ nữ có thai và cho con bú.",vi,
Allopurinol,Allopurinol,"Bệnh gút mãn tính, chứng tăng acid uric - huyết thứ phát hay do điều trị bằng tia X hoặc thuốc hóa trị liệu các bệnh tăng bạch cầu và ung thư.
Dùng trị bệnh sỏi thận.","Uống sau các bữa ăn.
Bệnh gút, các chứng tăng acid uric - huyết: Liều tối thiểu cho người lớn là 100mg. Trung bình 200 - 400mg, chia 2 - 4 lần. Bệnh nặng có thể uống 600 - 800mg/24 giờ.
Bệnh ung thư: 600 - 800mg/ngày, từng đợt 2 - 3 ngày.
Bệnh vẩy nến: 100 - 400mg/ngày, chia 3 - 4 lần.
Liều tối đa ban đầu được khuyến khích cho những người có suy thận: Uống liều hàng ngày 100mg, chỉ tăng liều khi hiệu quả không đáp ứng. Liều ít hơn 100mg/ngày hoặc 100mg trong khoảng thời gian dài hơn 1 ngày được khuyến nghị cho những người có suy thận nặng. Do thiếu chính xác của các giá trị thanh thải creatinine, nó gợi ý rằng, nếu có sẵn phương tiện để theo dõi, liều allopurinol phải được điều chỉnh để duy trì nồng độ huyết tương-oxypurinol dưới 100 micromol/lít (15,2 microgram/mL). Một liều đề nghị thay thế cho các bệnh nhân cần chạy thận hai hoặc ba lần hàng tuần là 300 - 400mg allopurinol ngay sau khi chạy thận.","Phụ nữ có thai và cho con bú.
Dị ứng với allopurinol.
Không được kết hợp với xanturic.
Trong cơn gút cấp.",vi,
Aldactone,Spironolacton,"Cao huyết áp vô căn.

Điều trị ngắn hạn trước phẫu thuật cho bệnh nhân tăng aldosteron nguyên phát.

Suy tim sung huyết (dùng đơn độc hoặc phối hợp với liệu pháp điều trị chuẩn), bao gồm suy tim nặng (độ III-IV theo phân loại của Hiệp hội Tim mạch New York [NYHA]) để làm tăng khả năng sống sót và giảm nguy cơ nhập viện khi phối hợp với điều trị chuẩn.

Các bệnh trong đó có thể xuất hiện chứng tăng aldosteron thứ phát, bao gồm xơ gan kết hợp với phù và/hoặc cổ trướng, hội chứng thận hư, và các trạng thái phù khác (đơn độc hoặc phối hợp với điều trị chuẩn).
Liệu pháp hỗ trợ khi dùng thuốc lợi niệu gây giảm kali máu/giảm magnesi máu.
Thiết lập chẩn đoán chứng tăng aldosteron nguyên phát.
Kiểm soát chứng rậm lông.","Liều dùng thông thường ở người lớn là 50mg/ngày đến 100mg/ngày. Đối với những trường hợp khó chữa hoặc nặng, liều dùng có thể tăng dần, cách quãng 2 tuần lên tới 200mg/ngày. Nên tiếp tục điều trị trong ít nhất 2 tuần để đảm bảo đáp ứng điều trị đầy đủ. Nên điều chỉnh liều khi cần thiết.","Suy thận cấp tính, tổn thương thận, vô niệu
Bệnh Addison
Tăng kali huyết
Quá mẫn với spironolacton
Sử dụng đồng thời với eplerenon.",vi,
Hyzaar,"Mỗi viên nén HYZAAR 50/12,5 mg chứa hoạt chất chính là 50 mg losartan kali và 12,5 mg hydrochlorothiazide.","Tăng huyết áp: HYZAAR dùng để điều trị tăng huyết áp ở người bệnh thích hợp với cách điều trị phối hợp này.
Giảm nguy cơ mắc bệnh về tim mạch và tử vong do tim mạch ở người bệnh tăng huyết áp bị phì đại tâm thất trái HYZAAR là phối hợp giữa losartan (COZAAR) và hydrochlorothiazide. Ở những người bệnh tăng huyết áp và phì đại tâm thất trái, losartan thường được phối hợp với hydrochlorothiazide, làm giảm nguy cơ mắc các bệnh về tim mạch và tử vong do các bệnh này như tỷ lệ chung về tử vong do tim mạch, đột quy và nhồi máu cơ tim ở những người bệnh tăng huyết áp bị phì đại tâm thất trái.","Liều khởi đầu và duy trì thông thường là uống mỗi ngày một lần, mỗi lần một viên HYZAAR 50/12,5 mg (losartan 50 mg/hydrochlorothiazide 12,5 mg). Đổi với những người bệnh không đáp ứng đủ với HYZAAR 50/12,5 mg, có thể tăng liều lên losartan 100 mg và hydrochlorothiazide 25 mg mỗi ngày uống một lần, hoặc mỗi ngày uống một lần, mỗi lần 2 viên HYZAAR 50/12,5 mg. Liều tối đa là losartan 100 mg và hydrochlorothiazide 25 mg mỗi ngày uống một lần, hoặc mỗi ngày uống một lần, mỗi lần 2 viên HYZAAR 50/12,5 mg. Nhìn chung, tác dụng điều trị tăng huyết áp đạt được trong vòng ba tuần đầu điều trị.
HYZAAR không nên sử dụng cho những người bệnh mất thể tích dịch tuần hoàn (ví dụ những người điều tri bằng thuốc lợi niệu liều cao).
HYZAAR không được khuyến nghị sử dụng cho những người bệnh bị suy thận nặng (độ thanh thai creatinine < 30 mL/phút) hoặc những người bệnh bị suy gan. Không cần điều chỉnh liều khởi đâu HYZAAR 50/12,5 mg cho người bệnh cao tuổi. Không nên sử dụng losartan 100 mg and hydrochlorothiazide 25 mg là liều khởi đầu cho nhóm người bệnh này.
Giảm nguy cơ mắc bệnh tim mạch và tử vong do tim mạch ở người bệnh tăng huyết áp bị phì đại tâm thất trái.
Liều khởi đầu thông thường là 50 mg losartan, mỗi ngày uống một lần. Nếu không đạt được mức huyết áp mục tiêu với liều losartian 50 mg, thì có thể điều chỉnh liều bằng cách sử dụng phối hợp losartan với hydrochlorothiazide liều thấp (12,5 mg) và nếu cần thiết có thể tăng liều lên mức losarian 100 mg/hydrochlorothiazide 12,5 mg, mỗi ngày uống một lần. HYZAAR 50/12,5 mg va losarian 100 mg/hydrochlorothiazide 25 mg là các công thức phù hợp ở những người bệnh cần sử dụng losartan phối hợp với hydrochlorothiazide.","Quá mẫn với losartan, các dẫn chất sulphonamide (như hydrochlorothiazide) hoặc với bất kỳ thành phần nào của sản phẩm này.
Hạ kali máu hoặc tăng calci máu kháng trị.
Suy gan nặng; ứ mật và các rối loạn tắc nghẽn đường mật.
Hạ natri máu khó kiểm soát.
Tăng uric máu có triệu chứng/bệnh gout.
Ba tháng giữa và ba tháng cuối của thai kỳ.
Suy thận nặng (mức lọc cầu thận <30 ml/phút) + Vô niệu s Chống chỉ định dùng HYZAAR đồng thời với các thuốc có chứa aliskiren ở bệnh nhân đái tháo đường hoặc suy thận (GFR >< 60 ml/phút/1,73 m2).",vi,
Glucosamin,Glucosamin,Giảm triệu chứng của thoái hóa khớp gối nhẹ và trung bình.,"Dùng cho người trên 18 tuổi: uống từ 1250mg đến 1500mg glucosamin/ ngày. Có thể dùng đơn độc glucosamin sulfat hoặc phối hợp với thuốc khác như chondroitin 1200mg/ngày. Thời gian dùng thuốc tùy theo cá thể, ít nhất dùng liên tục trong 2 đến 3 tháng để đảm bảo hiệu quả điều trị. Uống sau bữa ăn.","Bệnh nhân mẫn cảm với bất kỳ thành phần nào của thuốc.
Phụ nữ có thai, phụ nữ cho con bú, trẻ em, trẻ vị thành niên dưới 18 tuổi do chưa có số liệu an toàn và hiệu quả điều trị.",vi,
"
Detracyl",Mephenesin,"Mephenesin được sử dụng điều trị hỗ trợ các cơn đau co cứng cơ trong các bệnh thoái hóa đốt sống và các rối loạn tư thế cột sống, vẹo cổ, đau lưng, đau thắt lưng.","Người lớn và trẻ em trên 15 tuổi dùng theo đường uống từ 1,5 đến 3 g mỗi ngày, chia làm 3 lần (500 mg/lần x 3 lần/ngày).","Mephenesin được coi là sử dụng không an toàn cho người bị bệnh rối loạn chuyển hóa porphyrin.
Những người dị ứng với mephenesin và các thành phần của thuốc.",vi,
Chitogast, Etorieoxib,"Điều trị triệu chứng các bệnh viêm xương khớp cấp và mạn tính.
Điều trị viêm đốt sống dạng thấp.
Điều trị viêm khớp thống phong cấp tính (gút cấp tính).
Điều trị triệu chứng đau bụng kinh nguyên phát, giảm đau cấp và mạn tính.","Cách dùng: bằng đường uống, uống trước hoặc sau bữa ăn.
Người lớn:
Viêm xương khớp: 30 mg/lần/ngày. Tăng liều 60 mg/lần/ngày nếu các triệu chứng không giảm.
Viêm khớp dạng thấp, viêm cột sống cứng khớp: 90 mg lần/ngày.
Viêm khớp cấp tính do gút: 120 mg lần/ngày, dùng tối đa 8 ngày. Giảm đau mạn tính: 60 mg/lần/ngày.
Giảm đau cấp tính, đau bụng kinh nguyên phát: 120 mg/lần/ngày.
Bệnh nhân suy gan: Bệnh nhân suy gan nhẹ: 60 mg/lần/ngày. Bệnh nhân suy gan vừa: 30 mg/lần/ngày.","Bệnh nhân quá mẫn cảm với Etoricoxib hoặc bất cứ thành phần nào của thuốc.
Bệnh nhân viêm loét đường tiêu hóa hoặc chảy máu ống tiêu hóa cấp tính.
Bệnh nhân suy gan nặng hoặc có độ thanh thải creatinin thấp hơn 30 ml/phút.
Bệnh nhân có các bệnh đường ruột và suy tim sung-huyết nặng.
Bệnh tim thiếu máu cục bộ, bệnh động mạch ngoại biên, bệnh mạch máu não đã được xác định.
Trẻ em và trẻ vị thành niên dưới 16 tuổi.
Phụ nữ mang thai và cho con bú.",vi,
Prednisolon,Dexamethason,"Dùng để điều trị tích cực: điều trị trạng thái hen, bệnh dị ứng nặng, phản ứng sau truyền máu, viêm thanh quản rít.
Dùng phối hợp với các điều trị khác trong phù não, trong sốc do nhiều nguyên nhân khác nhau.","Viêm xương khớp: 3 mg/ngày, nếu bệnh nặng uống 4-6 mg/ngày, khi đạt kết quả hạ dần liều dùng. Duy trì: 2-1 mg/ngày.","Qúa mẫn với dexamethason hoặc bất cứ thành phần nào của thuốc.
Nhiễm nấm toàn thân.
Nhiễm virus tại chỗ hoặc nhiễm khuẩn lao, lậu chưa kiểm soát được bằng thuốc kháng khuẩn.
Khớp bị hủy hoại nặng.",vi,
Domever,Spironolacton,"Suy tim sung huyết.

Xơ gan cổ trướng và phù nề.
Cổ trướng ác tính.
Hội chứng thận hư.
Chẩn đoán và điều trị tăng aldostreron tiên phát.","Phù do suy tim sung huyết
Liều ban đầu: 100 mg/ngày uống 1 lần hoặc chia thành liều nhỏ. Liều dao động từ 25mg – 200mg/ngày.
Liều duy trì điều chỉnh theo từng người bệnh.
Suy tim nặng (Độ III-IV theo NYHA)
Điều trị kết hợp với liệu pháp chuẩn nên bắt đầu với liều 25mg/lần/ngày nếu kali huyết thanh ≤5,0mEg/l và creatinin huyết thanh ≤2,5mg/dl.
Những bệnh nhân dung nạp với liều 25mg/lần/ngày có thể tăng liều lên đến 50mg/lần/ngày khi được chỉ định lâm sàng.","Mẫn cảm với spironolacton hoặc bất kỳ thành phần nào của thuốc.
Suy thận cấp, tổn thương thận nặng, vô niệu.
Bệnh Addison’s.
Tăng kali huyết.
Dùng đồng thời với eplerenon hoặc các thuốc lợi tiểu giữ kali.
Trẻ em suy thận vừa và nặng.",vi,
Thiazifar,Hydroclorothiazid,"Trị cao huyết áp.
Trị phù do suy tim, do thận, gan và các nguyên nhân khác.","Thường dùng vào buổi sáng.
Cao huyết áp: liều thường dùng 1/2 - 1 viên/ngày, uống 1 lần hay chia làm 2 lần. Nếu cần liều có thể tăng đến 1 - 2 viên/ngày.
Phù: liều thường dùng 1 viên/ngày, uống 1 lần hay chia làm 2 lần. Nếu cần liều có thể tăng đến 2 – 2.5 viên/ ngày.","Dị ứng với các thiazid và các dẫn chất sulfonamid.
Người bệnh suy gan, suy thận nặng.",vi,
Vinterlin,Terbutalin sulfat,"Đợt kịch phát của hen phế quản mạn tính, bệnh phổi tắc nghẽn mạn tính, khí phế thũng khi co thắt phế quản còn hồi phục được.
Xử trí dọa đẻ non trong một số trường hợp được chọn lọc.","Thuốc dùng qua đường uống
Điều trị co thắt phế quản nặng:
Người lớn: 200 – 500 microgam, tối đa 4 lần/ ngày
Tiêm truyền tĩnh mạch liên tục, dùng dung dịch chứa 3-5 microgam/ ml, truyền với tốc độ 0,5- 1ml/ phút đối với người lớn( 1,5-5 microgam/phút) trong vòng 8-10 giờ.","Liên quan đến tác dụng tim mạch của terbutalin: suy tim nặng: nhiễm độc giáp trạng: tăng huyết áp nặng hoặc chưa kiểm soát được (kể cả tăng huyết áp do nhiễm độc thai nghén); sản giật, tiền sản giật.
Trong xử trí dọa đẻ non: nhiễm khuẩn nước ối, chảy máu tử cung, kéo dài giữ thai nếu có nguy hiểm cho mẹ hoặc con",vi,
立卫克 奥美拉唑肠溶胶囊,奥美拉唑,"质子泵抑制剂。本品为脂溶性弱碱性药物，易浓集于酸性环境中，因此口服后可特异地分布于胃黏膜壁细胞的分泌小管中，并在此高酸环境下转化为亚磺酰胺的活性形式，然后通过二硫键与壁细胞分泌膜中的H+,K+-ATP酶（又称质子泵）的巯基不可逆性的结合，生成亚磺酰胺与质子泵的复合物，从而抑制该酶活性，阻断胃酸分泌的最后步骤，因此本品对各种原因引起的胃酸分泌具有强而持久的抑制作用。",本品耐受性较好，不良反应可能包括： 1、消化系统：可有口干、轻度恶心、呕吐、腹胀、便秘、腹泻、腹痛等；丙氨酸氨基转移酶（ALT）、天门冬氨酸氨基转移酶（AST）和胆红素可有升高，一般是轻微和短暂的，大多不影响治疗。另外国外资料报道在长期使用奥美拉唑治疗的患者的胃体活检标本中可观察到胃粘膜细胞增生或萎缩性胃炎的表现。 2、神经精神系统：可有感觉异常、头晕、头痛、嗜睡、失眠、外周神经炎等。 3、代谢/内分泌系统：长期应用奥美拉唑可导致维生素B12缺乏。 4、其他：可有皮疹、男性乳房发育、溶血性贫血等。,"1.对本品过敏者、严重肾功能不全者及婴幼儿禁用。 
2.对本品及各成分过敏的患者禁用。",zh-chs,
双醋瑞因胶囊,双醋瑞因,本品为骨关节炎IL-1的重要抑制剂。经细胞实验及动物实验证实 ：本品可诱导软骨生成、具有止痛、抗炎及退热作用 ；不抑制前列腺素合成 ；对骨关节炎有延缓疾病进程的作用。毒理研究:小鼠和大鼠单次给药的最大耐受量超过人用剂量的190和410倍，狗的最大耐受量超过人用剂量的600倍（按体表面积给药量计算）亚急性、慢性和胎儿毒性试验，生育力试验，围产期和产后毒性试验，致癌和致畸试验均表明本药具有良好的安全性。,长期治疗（不短于3个月）：每日1-2次，每次1粒，餐后服用。由于服用本药的首2周可能引起轻度腹泻，因此建议在治疗的首4周每日1粒，晚餐后口服。患者对药物适应后，剂量便应增加至每日2次，餐后口服。医生应根据疗效来决定治疗时间，但疗程不应短于3个月。临床试验中，患者曾连续服用本品2年而无任何安全问题。若治疗中需要合用其它药物进行长期治疗，应每6个月进行一次包括肝脏生化酶在内的全面血液及尿液化验。由于本品起效慢（于治疗后2-4周显效）以及良好的胃肠道耐受性，建议在给药的首2-4周可与其它止痛药或非甾体类抗炎药联合应用。,本品不能用于已知对双醋瑞因过敏或有蒽醌衍生物过敏史的患者。对曾出现过肠道不适（尤其是过敏性结肠）的患者，必须考虑使用本药的益处及相对风险。,zh-chs,
非布司他片,非布司他,非布司他为2-芳基噻唑衍生物，是一种黄嘌呤氧化酶抑制剂，通过抑制尿酸合成降低血清尿酸浓度。非布司他常规治疗浓度下不会抑制其他参与嘌呤和嘧啶合成与代谢的酶。 药效学： 对尿酸和黄嘌呤浓度的影响：健康受试者服用非布司他后，24小时平均血清尿酸浓度出现剂量依赖性降低，黄嘌呤的血清平均浓度升高。此外，尿酸的每日总排泄量减少。同时，每日尿液中的黄嘌呤总排泄量增多。非布司他每日给药剂量为40mg和80mg时，24小时平均血清尿酸浓度的降低率为40%-55%。详见内包装说明书。,推荐剂量用于治疗有痛风症状的高尿酸血症患者时给药剂量40mg，持续两周后，对血清尿酸水平（sUA）仍高于6 mg/dl的患者，推荐给药剂量80mg。给药本品时无需考虑食物或抗酸剂的影响。特殊人群轻或中度肾功能损伤患者服用本品时不必调整剂量。轻中度肝功能损伤患者服用本品无需剂量调整。对严重肝功能损伤患者使用本品尚无研究，因此给药本品应谨慎。尿酸水平使用本品治疗2周后即可进行血清尿酸的再检验。治疗目标是降低和维持血清尿酸水平使其低于6 mg/dl。预防痛风急性发作推荐至少用药6个月痛风发作变化的血清尿酸水平会导致沉积的尿酸盐活动，因此开始给药本品后会导致痛风发作。推荐使用本品时，同时给药非甾体抗炎药（NSAID）或秋水仙碱，以预防痛风发作。预防痛风急性发作推荐至少用药6个月。如果在给药治疗期间发生痛风，不需要停药。对个别患者的痛风应相应给予治疗。,正在服用硫唑嘌呤、巯嘌呤或胆茶碱的患者禁用本品。,zh-chs,
恩替卡韦分散片,恩替卡韦,润众为鸟嘌呤核苷类似物，对乙肝病毒（HBV）多聚酶具有抑制作用。它能够通过磷酸化成为具有活性的三磷酸盐，三磷酸盐在细胞内的半衰期为15小时。通过与HBV多聚酶的天然底物三磷酸脱氧鸟嘌呤核苷竞争，恩替卡韦三磷酸盐能抑制病毒多聚酶（逆转录酶）的所有三种活性：（1）HBV多聚酶的启动；（2）前基因组mRNA逆转录负链的形成；（3）HBV DNA正链的合成。恩替卡韦三磷酸盐对细胞的α、β、δDNA多聚酶和线粒体γ DNA多聚酶抑制作用较弱，Ki值为18至大于160μM。抗病毒活性在转染了野生型乙肝病毒的人类HepG2细胞中，恩替卡韦抑制50%病毒DNA合成所需浓度（EC50）未0.004μM。恩替卡韦对拉米夫定耐药病毒株（rtL 180M，rtM204V）的EC50中位值是0.026μM（范围0.01至0.059μM）。恩替卡韦与HIV核苷逆转录酶抑制剂（NRTIs）联合给药，不太可能降低恩替卡韦的抗HBV疗效或后一类药物中任何一种药物的抗HIV疗效。细胞培养中检验HBV联合治疗，发现在大范围浓度内，阿巴卡韦，去羟肌苷，拉米夫定，斯他夫定，替诺福韦或齐多夫定对恩替卡韦的抗HBV活性,患者应在有经验的医生指导下服用润众。推荐剂量成人和16岁及以上的青少年口服润众，每天一次，每次0.5mg。拉米夫定治疗时的发生病毒血症或出现拉米夫定耐药突变的患者为每天一次，每次1mg（0.5mg两片）。润众应空腹服用（餐前或餐后至少2小时）。【肾功能不全】在肾功能不全的患者中，恩替卡韦的表现口服清除率随肌酐清除率的降低而降低（参见药代动力学，特殊人群）。肌酐清除率＜50ml/分钟的患者（包括接受血液透析或CAPD治疗的患者）应调整用药剂量。见表1。表1：肾功能不全患者恩替卡韦推荐用药间隔调整肌酐清除率（ml/min） 通常剂量（0.5mg） 拉米夫定治疗失效（1.0mg）≥50 每日一次，每次0.5mg 每日一次，每次1mg30到＜50 每48小时一次，每次0.5mg 每48小时一次，每次1mg10到＜30 每72小时一次，每次0.5mg 每72小时一次，每次1mg＜10或血液透析或CAPD 每5-7日一次，每次0.5mg 每5-7日一次，每次1mg【肝功能不全】肝功能不全患者无需调整用药剂量。【治疗期】关于润众的最佳治疗时间，以及,对恩替卡韦或制剂中任何成份过敏者禁用。,zh-chs,
马来酸恩替卡韦片,马来酸恩替卡韦,本品为鸟嘌呤核苷类似物，对乙肝病毒(HBV)多聚酶具有抑制作用。它能够通过磷酸化成为具有活性的三磷酸盐，三磷酸盐在细胞内的半衰期为15小时。通过与HBV多聚酶的天然底物三磷酸脱氧鸟嘌呤核苷竞争，恩替卡韦三磷酸盐能抑制病毒多聚酶(逆转录酶)的所有三种活性：(1)HBV多聚酶的启动;(2)前基因组mRNA逆转录负链的形成;(3)HBV DNA正链的合成。恩替卡韦三磷酸盐对细胞的α、β、δDNA多聚酶和线粒体γDNA多聚酶抑制作用较弱，Ki值为18至大于160μM。,推荐剂量：成人和16岁以上青年口服本品，每天一次，每次0.5mg（一片）。拉米夫定治疗时病毒血症或出现拉米夫定耐药突变的患者为每天一次，每次1.0mg(两片)。 本品应空腹服用（餐前或餐后至少2小时）。详情见内包装说明书。,对本品过敏者禁用，过敏体质者慎用。,zh-chs,
氯沙坦钾氢氯噻嗪片,氯沙坦,氯沙坦-氢氯噻嗪——过敏反应：血管性水肿(见不良反应)。肝功能和肾功能损害：肝功能不全或严重肾功能不全(肌酐清除率≤30ml/min)的患者不建议使用本品(见用法用量)。氯沙坦——肾功能不全：抑制肾素-血管紧张素系统可导致肾功能的变化，已报道有个别敏感患者发生肾功能衰竭(特别在一些肾功能依赖于肾素-血管紧张素-醛固酮系统的病中，如有严重的心功能不全或肾功能异常的病人)。有些病人在停止治疗后，肾功能改变可以逆转。已报道：一些有严重肾病或接受肾移植的病人，在用氯沙坦钾治疗时有贫血发生。双侧或单侧肾动脉狭窄或独肾的肾动脉狭窄的患者，使用影响肾素-血管紧张素系统的其它药物可以引起血浆中尿素和肌酐升高；氯沙坦也报道有类似的作用。这些肾功能的改变可因停药而逆转。氢氯噻嗪——低血压和电解失衡：和其它所有抗高血压治疗一样，部分患者可发生症状性低血压、在并发腹泻或呕吐时应观察患者有无水或电解质失衡的临床征象，如血容量不足、低钠血症、低血氯性碱中毒、低镁血症或低钾血症。应定期进行血电解质的检查。对代谢和内分泌的影响：噻嗪类药物治疗会降低糖耐量。可能需要调整降糖药包括胰岛素的剂量(见药物相互作用)。噻嗪类药,常用的本品起始剂量和维持剂量是每日一次，每次一片氯沙坦钾氢氯噻嗪片（50mg+12.5mg）。对反应不足的患者.剂量可增加至每日一次，每次两片氯沙坦钾氢氯噻嗪片（50mg+12.5mg）或一片氯沙坦钾氢氯噻嗪片（100mg+25mg），且此剂量为每日最大服用剂量。通常，在开始治疗3周内获得抗高血压效果。 本品不能用于血容量不足的患者（如服用大剂量利尿剂治疗的患者）。 对严重肾功能不全（肌酐清除率≤30ml/min）或肝功能不全的患者不推荐使用本品。 老年高血压患者，不需要调整起始剂量，但氯沙坦钾氢氯噻嗪片（100mg+25mg）不应作为老年患者的起始治疗。 本品可以和其它抗高血压药物联合服用。 本品可与食物同服或单独服用。,对本产品任何成份过敏的患者。无尿患者。对其它磺胺类药物过敏的患者。,zh-chs,
呋塞米片,呋塞米,1.对水和电解质排泄的作用。能增加水、钠、氯、钾、钙、镁、磷等的排泄。与噻嗪类利尿药不同，呋塞米等袢利尿药存在明显的剂量-效应关系。随着剂量加大，利尿效果明显增强，且药物剂量范围较大。本类药物主要通过抑制肾小管髓袢厚壁段对NaCl的主动重吸收，结果管腔液Na+、C1-浓度升高，而髓质间液Na+、Cl-浓度降低，使渗透压梯度差降低，肾小管浓缩功能下降，从而导致水、Na+、Cl-排泄增多。由于Na+重吸收减少，远端小管Na+浓度升高，促进Na+-K+和Na+-H+交换增加，K+和H+排出增多。至于呋塞米抑制肾小管髓袢升支厚壁段重吸收Cl-的机制，过去曾认为该部位存在氯泵，目前研究表明该部位基底膜外侧存在与Na+-K+ATP酶有关的Na+、Cl-配对转运系统，呋塞米通过抑制该系统功能而减少Na+、C1-的重吸收。另外，呋塞米可能尚能抑制近端小管和远端小管对Na+、Cl-的重吸收，促进远端小管分泌K+。呋塞米通过抑制亨氏袢对Ca2+、Mg2+的重吸收而增加Ca2+、Mg2+排泄。短期用药能增加尿酸排泄，而长期用药则可引起高尿酸血症。 2.对血流动力学的影响。呋塞米能抑制前列腺素分解酶的活性，使前列腺素E2含量升高，从而具有扩张血管作用。扩张肾血管，降低肾血管阻力，使肾血流量尤其是肾皮质深部血流量增加，在呋塞米的利尿作用中具有重要意义，也是其用于预防急性肾功能衰竭的理论基础。另外，与其他利尿药不同，袢利尿药在肾小管液流量增加的同时肾小球滤过率不下降，可能与流经致密斑的氯减少，从而减弱或阻断了球-管平衡有关。呋塞米能扩张肺部容量静脉，降低肺毛细血管通透性，加上其利尿作用，使回心血量减少，左心室舒张末期压力降低，有助于急性左心衰竭的治疗。由于呋塞米可降低肺毛细血管通透性，为其治疗成人呼吸窘迫综合征提供了理论依据。,1.水肿性疾病：包括充血性心力衰竭、肝硬化、肾脏疾病 (肾炎、肾病及各种原因所致的急、慢性肾功能衰竭)，尤其是应用其他利尿药效果不佳时，应用本类药物仍可能有效。与其他药物合用治疗急性肺水肿和急性脑水肿等。 2.高血压：在高血压的阶梯疗法中，不作为治疗原发性高血压的首选药物，但当噻嗪类药物疗效不佳，尤其当伴有肾功能不全或出现高血压危象时，本类药物尤为适用。 3.预防急性肾功能衰竭：用于各种原因导致肾脏血流灌注不足，例如失水、休克、中毒、麻醉意外以及循环功能不全等，在纠正血容量不足的同时及时应用，可减少急性肾小管坏死的机会。 4.高钾血症及高钙血症。 5.稀释性低钠血症：尤其是当血钠浓度低于120mmol/L时。 6.抗利尿激素分泌过多症 (SIADH)。 7.急性药物毒物中毒如巴比妥类药物中毒等。,尚不明确。,zh-chs,
